BigArmy
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
InfantryUnit,Swordman,20
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
RangedUnit,Archer,10
CavalryUnit,Knight,30
CavalryUnit,Knight,30
CavalryUnit,Knight,30
CavalryUnit,Knight,30
CavalryUnit,Knight,30
CommanderUnit,King,50
